大类	item（L2>L3>L4）	SKU名称	SKU编码	单位	价格
洗衣洗鞋	包具清洗护理>皮包护理/补色>包具补色修复	包具补色修复	sku_laundry_bag_color_restore	个	¥149-499
洗衣洗鞋	家纺清洗>窗帘/床品/地毯>窗帘清洗	窗帘清洗	sku_laundry_curtain_clean	副	¥99-299
洗衣洗鞋	家纺清洗>窗帘/床品/地毯>床品清洗	床品清洗	sku_laundry_bedding_clean	套	¥79-199
洗衣洗鞋	修补/染色/翻新>衣物修补>衣物小修补	衣物小修补	sku_laundry_clothes_repair	处	¥29-99
洗衣洗鞋	修补/染色/翻新>衣物修补>拉链维修	拉链维修	sku_laundry_zipper_repair	条	¥39-129
洗衣洗鞋	修补/染色/翻新>鞋类修补/染色>鞋类修补现场评估	鞋类修补现场评估	sku_laundry_shoe_repair_quote	次	现场评估后报价 ¥49起
洗衣洗鞋	衣物清洗>西装/礼服/衬衫>西装清洗	连衣裙/礼服清洗	sku_laundry_dress_clean	件	¥49-149
洗衣洗鞋	鞋类清洗>运动鞋/皮鞋>运动鞋清洗	鞋子除味杀菌	sku_laundry_shoe_deodorize	双	¥29-69/双
洗衣洗鞋	鞋类清洗>靴子/麂皮/深度>麂皮鞋清洗护理	鞋类深度清洗	sku_laundry_shoe_deep_clean	双	¥99-249/双
洗衣洗鞋	包具清洗护理>皮包护理/补色>皮包护理	包具五金护理	sku_laundry_bag_hardware_care	个	¥69-199
洗衣洗鞋	包具清洗护理>皮包护理/补色>包具补色修复	奢侈品包护理评估	sku_laundry_luxury_bag_quote	次	现场评估后报价
洗衣洗鞋	修补/染色/翻新>鞋类修补/染色>鞋类修补现场评估	奢侈品鞋护理评估	sku_laundry_luxury_shoe_quote	次	现场评估后报价
洗衣洗鞋	家纺清洗>窗帘/床品/地毯>床品清洗	毛毯清洗	sku_laundry_blanket_clean	条	¥69-199
洗衣洗鞋	家纺清洗>窗帘/床品/地毯>窗帘清洗	地毯清洗	sku_laundry_carpet_clean	张	¥129-399
洗衣洗鞋	家纺清洗>窗帘/床品/地毯>床品清洗	沙发套清洗	sku_laundry_sofa_cover_clean	套	¥89-249
洗衣洗鞋	修补/染色/翻新>衣物修补>拉链维修	皮草清洗护理评估	sku_laundry_fur_clean_quote	次	现场评估后报价
洗衣洗鞋	衣物清洗>外套/大衣>大衣清洗	皮衣护理	sku_laundry_leather_jacket_care	件	¥99-299
洗衣洗鞋	修补/染色/翻新>衣物修补>衣物小修补	衣物/鞋包染色评估	sku_laundry_color_dye_quote	次	现场评估后报价
保姆月嫂/照护	家政保姆>住家/白班保姆>住家保姆面试评估	住家保姆面试评估	sku_nanny_live_in_quote	次	面试评估费 ¥200
保姆月嫂/照护	家政保姆>白班/家务保姆>白班保姆	白班保姆	sku_nanny_daytime_nanny	天	¥198-398/天
保姆月嫂/照护	家政保姆>白班/家务保姆>做饭保姆	做饭保姆	sku_nanny_cooking_nanny	天	¥218-398/天
保姆月嫂/照护	月嫂/产康照护>月嫂服务>月嫂服务面试评估	月嫂服务面试评估	sku_nanny_maternity_month_quote	次	面试评估费 ¥300
保姆月嫂/照护	月嫂/产康照护>产康/新生儿>新生儿照护	新生儿照护	sku_nanny_newborn_care	天	¥488-888/天
保姆月嫂/照护	月嫂/产康照护>产康/新生儿>产妇照护	产妇照护	sku_nanny_postpartum_care	天	¥388-688/天
保姆月嫂/照护	育儿嫂/儿童照护>白班/接送>白班育儿嫂	白班育儿嫂	sku_nanny_childcare_daytime	天	¥198-398/天
保姆月嫂/照护	育儿嫂/儿童照护>白班/接送>儿童接送照护	儿童接送照护	sku_nanny_child_pickup	天	¥149-299/天
保姆月嫂/照护	育儿嫂/儿童照护>婴幼儿/临时>婴幼儿照护	婴幼儿照护	sku_nanny_infant_care	天	¥248-498/天
保姆月嫂/照护	育儿嫂/儿童照护>婴幼儿/临时>临时看护	临时看护	sku_nanny_temporary_babysitting	小时	¥49-99/小时
保姆月嫂/照护	老人照护>白天/助餐/陪伴>老人白天照护	老人白天照护	sku_nanny_elderly_day_care	天	¥198-398/天
保姆月嫂/照护	老人照护>白天/助餐/陪伴>老人陪伴服务	老人陪伴服务	sku_nanny_elderly_companion	天	¥169-349/天
保姆月嫂/照护	老人照护>住家/行动协助>老人住家照护评估	老人住家照护评估	sku_nanny_elderly_live_in_quote	次	现场评估 ¥300
保姆月嫂/照护	老人照护>住家/行动协助>老人行动协助	老人行动协助	sku_nanny_elderly_mobility_care	小时	¥59-119/小时
保姆月嫂/照护	病患陪护>居家/医院陪护>居家病患陪护	居家病患陪护	sku_nanny_patient_home_care	天	¥248-498/天
保姆月嫂/照护	病患陪护>居家/医院陪护>医院陪护	医院陪护	sku_nanny_hospital_companion	天	¥298-598/天
保姆月嫂/照护	病患陪护>康复/夜间/特殊>康复陪护	康复陪护	sku_nanny_rehab_companion	天	¥298-598/天
保姆月嫂/照护	病患陪护>康复/夜间/特殊>特殊照护现场评估	特殊照护现场评估	sku_nanny_special_care_quote	次	现场评估 ¥300
保姆月嫂/照护	育儿嫂/儿童照护>婴幼儿/临时>临时看护	临时钟点照护	sku_nanny_hourly_care	小时	¥49-99/小时
保姆月嫂/照护	家政保姆>白班/家务保姆>白班保姆	家务型保姆	sku_nanny_housekeeping_nanny	天	¥178-358/天
保姆月嫂/照护	老人照护>白天/助餐/陪伴>老人白天照护	老人家庭日常照料	sku_nanny_elder_housework	天	¥218-398/天
保姆月嫂/照护	月嫂/产康照护>产康/新生儿>产妇照护	月子餐照护	sku_nanny_maternity_meal	天	¥288-488/天
保姆月嫂/照护	月嫂/产康照护>月嫂服务>月嫂服务面试评估	催乳/通乳服务评估	sku_nanny_lactation_support_quote	次	现场评估后报价
保姆月嫂/照护	育儿嫂/儿童照护>婴幼儿/临时>临时看护	作业陪伴照护	sku_nanny_homework_companion	小时	¥49-99/小时
保姆月嫂/照护	老人照护>白天/助餐/陪伴>老人陪伴服务	老人助餐照护	sku_nanny_elderly_meal_care	餐	¥49-89/餐
保姆月嫂/照护	病患陪护>康复/夜间/特殊>特殊照护现场评估	夜间陪护评估	sku_nanny_night_care_quote	次	现场评估后报价
保姆月嫂/照护	老人照护>白天/助餐/陪伴>老人陪伴服务	半天照护	sku_nanny_half_day_care	半天	¥129-249
保姆月嫂/照护	老人照护>白天/助餐/陪伴>老人白天照护	全天照护	sku_nanny_full_day_care	天	¥248-498/天
保姆月嫂/照护	病患陪护>康复/夜间/特殊>特殊照护现场评估	紧急照护评估	sku_nanny_emergency_care_quote	次	现场评估后报价
保姆月嫂/照护	家政保姆>住家/白班保姆>住家保姆面试评估	阿姨面试匹配服务	sku_nanny_interview_service	次	¥99-299
四害消杀	灭蟑螂>家庭/厨房灭蟑>家庭灭蟑基础服务	家庭灭蟑基础服务	sku_pest_cockroach_home_basic	次	¥199-499
四害消杀	灭蟑螂>家庭/厨房灭蟑>厨房重点灭蟑	厨房重点灭蟑	sku_pest_cockroach_kitchen_focus	次	¥249-599
四害消杀	灭蟑螂>深度/商铺灭蟑>蟑螂深度治理	蟑螂深度治理	sku_pest_cockroach_deep_treatment	次	¥399-999
四害消杀	灭蟑螂>深度/商铺灭蟑>餐饮商铺灭蟑评估	餐饮商铺灭蟑评估	sku_pest_cockroach_shop_quote	次	现场评估后报价 ¥299起
四害消杀	灭鼠>家庭/封堵灭鼠>家庭灭鼠基础服务	家庭灭鼠基础服务	sku_pest_mouse_home_basic	次	¥199-499
四害消杀	灭鼠>家庭/封堵灭鼠>鼠洞封堵	鼠洞封堵	sku_pest_mouse_hole_block	次	¥149-399
四害消杀	灭鼠>商铺/复查>商铺灭鼠现场评估	商铺灭鼠现场评估	sku_pest_mouse_shop_quote	次	现场评估后报价 ¥299起
四害消杀	灭蚊蝇>家庭/庭院灭蚊蝇>家庭灭蚊服务	家庭灭蚊服务	sku_pest_mosquito_home	次	¥149-399
四害消杀	灭蚊蝇>家庭/庭院灭蚊蝇>家庭灭蝇服务	家庭灭蝇服务	sku_pest_fly_home	次	¥129-349
四害消杀	灭蚊蝇>季节性/小飞虫>季节蚊蝇防治套餐	季节蚊蝇防治套餐	sku_pest_seasonal_package	套	¥299-799
四害消杀	灭蚊蝇>季节性/小飞虫>下水道小飞虫治理	下水道小飞虫治理	sku_pest_drain_fly_treatment	次	¥169-399
四害消杀	白蚁防治>白蚁检查>白蚁检查	白蚁检查	sku_pest_termite_inspection	次	检查费¥199
四害消杀	白蚁防治>白蚁治理>白蚁局部治理	白蚁局部治理	sku_pest_termite_spot_treatment	次	¥499-1999
四害消杀	白蚁防治>白蚁治理>全屋白蚁治理评估	全屋白蚁治理评估	sku_pest_termite_full_house_quote	次	现场评估后报价 ¥500起
四害消杀	空间消毒>家庭/办公消毒>家庭空间消毒	家庭空间消毒	sku_pest_home_disinfection	次	¥199-599
四害消杀	空间消毒>家庭/办公消毒>办公空间消毒	办公空间消毒	sku_pest_office_disinfection	次	¥3-5/㎡
四害消杀	综合虫害治理>家庭/其他虫害>家庭综合虫害治理	家庭综合虫害治理	sku_pest_integrated_home_package	次	¥399-999
四害消杀	综合虫害治理>家庭/其他虫害>蚂蚁治理	蚂蚁治理	sku_pest_ant_treatment	次	¥169-399
四害消杀	综合虫害治理>特殊虫害>臭虫治理现场评估	臭虫治理现场评估	sku_pest_bedbug_quote	次	现场评估后报价 ¥299起
四害消杀	综合虫害治理>特殊虫害>跳蚤/螨虫治理	跳蚤/螨虫治理	sku_pest_flea_mite_treatment	次	¥249-599
四害消杀	灭蟑螂>家庭/厨房灭蟑>家庭灭蟑基础服务	灭蟑复查服务	sku_pest_cockroach_followup	次	¥99-249
四害消杀	灭鼠>家庭/封堵灭鼠>家庭灭鼠基础服务	鼠夹/鼠饵布控	sku_pest_mouse_trap_setup	次	¥149-349
四害消杀	灭鼠>家庭/封堵灭鼠>鼠洞封堵	灭鼠复查服务	sku_pest_mouse_followup	次	¥99-249
四害消杀	灭蚊蝇>家庭/庭院灭蚊蝇>家庭灭蚊服务	庭院灭蚊现场评估	sku_pest_mosquito_yard_quote	次	现场评估后报价
四害消杀	白蚁防治>白蚁治理>白蚁局部治理	木地板白蚁治理	sku_pest_termite_wood_floor	次	¥599-2499
四害消杀	白蚁防治>白蚁检查>白蚁检查	白蚁预防处理	sku_pest_termite_prevention	次	¥299-999
四害消杀	空间消毒>家庭/办公消毒>办公空间消毒	商铺空间消毒	sku_pest_shop_disinfection	次	¥3-5/㎡
四害消杀	空间消毒>家庭/办公消毒>家庭空间消毒	异味消毒处理	sku_pest_odor_disinfection	次	¥249-599
四害消杀	空间消毒>家庭/办公消毒>家庭空间消毒	宠物区域消毒	sku_pest_pet_area_disinfection	次	¥169-399
四害消杀	综合虫害治理>家庭/其他虫害>家庭综合虫害治理	商铺综合虫害评估	sku_pest_integrated_shop_quote	次	现场评估后报价
